0 0 0.000000
0 1 0.000000
0 2 0.000000
0 3 0.000000
0 4 0.000000
0 5 0.000000
0 6 0.000000
0 7 0.000000
0 8 0.000000
0 9 0.000000
0 10 0.000000
0 11 0.000000
0 12 0.000000
0 13 0.000000
0 14 0.000000
0 15 0.000000
0 16 0.000000
0 17 0.000000
0 18 0.000000
0 19 0.000000
0 20 0.000000
0 21 0.000000
0 22 0.000000
0 23 0.000000
0 24 0.000000
0 25 0.000000
0 26 0.000000
0 27 0.000000
0 28 0.000000
0 29 0.000000
0 30 0.000000
0 31 0.000000
0 32 0.000000
0 33 0.000000
0 34 0.000000
0 35 0.000000
0 36 0.000000
0 37 0.000000
0 38 0.000000
0 39 0.000000
0 40 0.000000
0 41 0.000000
0 42 0.000000
0 43 0.000000
0 44 0.000000
0 45 0.000000
0 46 0.000000
0 47 0.000000
0 48 0.000000
0 49 0.000000
0 50 0.000000
0 51 0.000000
0 52 0.000000
0 53 0.000000
0 54 0.000000
0 55 0.000000
0 56 0.000000
0 57 0.000000
0 58 0.000000
0 59 0.000000
0 60 0.000000
0 61 0.000000
0 62 0.000000
0 63 0.000000
1 0 0.000000
1 1 -4942.016298
1 2 1129.284680
1 3 442.193208
1 4 -67.082107
1 5 -37.908431
1 6 3.418663
1 7 3.134913
1 8 -0.116658
1 9 -0.251816
1 10 -0.003612
1 11 0.019054
1 12 0.000780
1 13 -0.001823
1 14 -0.000469
1 15 -0.000156
1 16 -0.000208
1 17 -0.000201
1 18 -0.000168
1 19 -0.000142
1 20 -0.000122
1 21 -0.000105
1 22 -0.000090
1 23 -0.000077
1 24 -0.000067
1 25 -0.000058
1 26 -0.000050
1 27 -0.000044
1 28 -0.000039
1 29 -0.000034
1 30 -0.000030
1 31 -0.000027
1 32 -0.000024
1 33 -0.000021
1 34 -0.000019
1 35 -0.000017
1 36 -0.000015
1 37 -0.000014
1 38 -0.000012
1 39 -0.000011
1 40 -0.000010
1 41 -0.000009
1 42 -0.000008
1 43 -0.000007
1 44 -0.000007
